source_id,split
3983,training
12537,training
17116,training
16077,training
14928,training
18831,training
24272,training
7958,training
20925,training
4240,training
12958,training
4268,training
7209,training
23810,training
10930,training
12737,training
10949,training
1044,training
5929,training
2742,training
24365,training
5447,training
5502,training
18466,training
9633,training
1105,training
3500,training
4566,training
1513,training
19032,training
15970,training
21950,training
16016,training
4943,training
17359,training
13217,training
24253,training
1390,training
13034,training
23932,training
17505,training
16028,training
11508,training
4960,training
10744,training
14819,training
12930,training
8598,training
14869,training
129,training
21963,training
10890,training
9846,training
11161,training
5311,training
18859,training
9215,training
12164,training
2416,training
11342,training
10558,training
18197,training
14392,training
13077,training
13701,training
2121,training
4743,training
14441,training
1711,training
393,training
4126,training
21621,training
3930,training
5803,training
4074,training
22194,training
24676,training
1752,training
12405,training
14774,training
21270,training
5514,training
3150,training
5823,training
16181,training
5379,training
2474,training
21802,training
7307,training
20830,training
10055,training
568,training
10571,training
15046,training
4490,training
21539,training
18742,training
20723,training
15310,training
16286,training
6453,training
22527,training
13368,training
20367,training
1350,training
23217,training
19991,training
2148,training
14415,training
4501,training
4287,training
3260,training
18274,training
15591,training
7388,training
23708,training
9078,training
23867,training
2872,training
11268,training
21086,training
15104,training
19163,training
18310,training
10976,training
20148,training
20014,training
9578,training
8518,training
12026,training
12683,training
6873,training
1817,training
3745,training
1778,training
7769,training
6797,training
1665,training
23571,training
1328,training
15426,training
21681,training
20005,training
2258,training
3359,training
1324,training
22057,training
20880,training
24200,training
2753,training
638,training
15881,training
20069,training
21180,training
1155,training
9072,training
24625,training
24049,training
13090,training
17968,training
9634,training
4836,training
24346,training
24490,training
17861,training
8443,training
20853,training
21157,training
17839,training
21759,training
17867,training
1253,training
9175,training
4272,training
5734,training
21300,training
23855,training
15898,training
13321,training
23204,training
4725,training
18580,training
19065,training
10216,training
11037,training
19901,training
8309,training
21220,training
16864,training
15594,training
16967,training
23513,training
23506,training
19845,training
3968,training
6028,training
20570,training
13921,training
7985,training
7257,training
14315,training
20900,training
19875,training
7786,training
10816,training
23357,training
3928,training
65,training
13931,training
8685,training
11731,training
5252,training
1254,training
3853,training
11611,training
19481,training
751,training
9979,training
7817,training
10389,training
11192,training
13358,training
9264,training
12493,training
15964,training
18154,training
23977,training
1855,training
5315,training
19288,training
2761,training
10531,training
2516,training
19827,training
21258,training
7489,training
18314,training
16918,training
2764,training
6655,training
14345,training
8251,training
9220,training
11836,training
9738,training
11035,training
9900,training
18483,training
9930,training
18412,training
19185,training
5898,training
11744,training
11243,training
1828,training
15806,training
7152,training
12189,training
24245,training
11148,training
603,training
19814,training
11166,training
8663,training
2103,training
12594,training
12393,training
14798,training
9609,training
15246,training
22929,training
8324,training
8206,training
8287,training
6806,training
23832,training
2068,training
1049,training
15946,training
7104,training
887,training
6448,training
20303,training
24282,training
13832,training
21706,training
19397,training
1116,training
16474,training
701,training
20510,training
8365,training
17763,training
5915,training
17463,training
6552,training
10175,training
5906,training
23465,training
3820,training
13759,training
8211,training
2576,training
5018,training
2981,training
11660,training
660,training
7450,training
4029,training
24154,training
544,training
6276,training
18437,training
16129,training
6558,training
21655,training
720,training
22694,training
20813,training
1580,training
14751,training
11170,training
13623,training
1628,training
5917,training
1475,training
3912,training
20607,training
12972,training
2766,training
8083,training
4239,training
8274,training
19486,training
3168,training
2785,training
20966,training
18850,training
621,training
13405,training
12572,training
10734,training
19197,training
11705,training
5165,training
5996,training
7221,training
22092,training
9779,training
16884,training
17119,training
10161,training
18180,training
21826,training
10147,training
23491,training
16603,training
20299,training
593,training
13477,training
24215,training
15333,training
22515,training
6910,training
9857,training
3381,training
10241,training
22,training
10481,training
3507,training
17317,training
18898,training
1545,training
13824,training
21956,training
17500,training
21061,training
12736,training
14117,training
1417,training
17818,training
11897,training
1121,training
19113,training
13660,training
23045,training
24506,training
5648,training
20338,training
19805,training
2568,training
9177,training
2847,training
22188,training
3628,training
16239,training
975,training
24720,training
5286,training
17442,training
22768,training
12877,training
2640,training
2533,training
9171,training
5894,training
12740,training
8387,training
12290,training
21897,training
10997,training
5557,training
3074,training
16242,training
33,training
9861,training
16190,training
6699,training
17176,training
13345,training
17124,training
20968,training
10157,training
18405,training
19192,training
21598,training
15275,training
985,training
19630,training
3982,training
8018,training
5776,training
7287,training
7512,training
15060,training
17356,training
18096,training
21997,training
14447,training
21571,training
6202,training
22318,training
12426,training
24083,training
10352,training
13684,training
4964,training
11612,training
8357,training
10907,training
217,training
8304,training
14388,training
1575,training
4601,training
3033,training
15158,training
22804,training
6896,training
19844,training
17204,training
18902,training
8354,training
23830,training
10584,training
21731,training
12292,training
4647,training
20218,training
16786,training
1645,training
21913,training
10483,training
13578,training
1485,training
10406,training
11900,training
3230,training
22573,training
10098,training
555,training
15078,training
8839,training
10758,training
3375,training
7323,training
11074,training
7899,training
11063,training
522,training
16635,training
19593,training
8021,training
20593,training
13771,training
19787,training
11727,training
12071,training
19305,training
20939,training
21479,training
20059,training
5111,training
1652,training
5831,training
22087,training
11236,training
23935,training
22742,training
16491,training
13316,training
20480,training
5775,training
3824,training
19860,training
17723,training
24348,training
23256,training
10919,training
17128,training
4892,training
1086,training
2746,training
16945,training
12630,training
18735,training
3981,training
5944,training
12838,training
1786,training
24296,training
22348,training
15105,training
14542,training
20393,training
18201,training
6424,training
23353,training
14597,training
5742,training
20833,training
5456,training
12738,training
12638,training
9142,training
2052,training
16942,training
13107,training
19548,training
6534,training
24554,training
9686,training
20425,training
15848,training
10835,training
22977,training
10462,training
11258,training
14396,training
14329,training
15377,training
22418,training
3376,training
7014,training
284,training
17104,training
17617,training
13279,training
15967,training
24484,training
13140,training
20259,training
14856,training
8979,training
23347,training
4392,training
4732,training
6186,training
16704,training
16076,training
15805,training
20627,training
17513,training
2964,training
12722,training
567,training
7314,training
20608,training
4364,training
8205,training
13367,training
2885,training
1255,training
16307,training
21787,training
413,training
2583,training
632,training
13042,training
105,training
23660,training
942,training
470,training
2447,training
10626,training
1579,training
6133,training
1523,training
6871,training
9091,training
2618,training
18078,training
3391,training
10046,training
2584,training
20413,training
4966,training
19673,training
3662,training
10838,training
13210,training
2937,training
15521,training
7412,training
14820,training
17501,training
16324,training
15389,training
16370,training
15039,training
16562,training
19621,training
12464,training
20337,training
19660,training
24686,training
6418,training
5429,training
5461,training
6685,training
19914,training
7204,training
16566,training
23074,training
21508,training
22002,training
9962,training
4452,training
21614,training
20544,training
1933,training
16517,training
2269,training
19376,training
19861,training
11005,training
8956,training
17111,training
14351,training
2945,training
21266,training
1965,training
6059,training
10966,training
13900,training
1381,training
5091,training
23915,training
2510,training
16306,training
22989,training
8503,training
2722,training
1943,training
22678,training
1160,training
16238,training
21876,training
4305,training
14519,training
4741,training
565,training
12024,training
21954,training
13519,training
11953,training
21199,training
10023,training
11898,training
6241,training
19165,training
15309,training
4174,training
18885,training
16107,training
8730,training
8619,training
18128,training
3081,training
5562,training
24036,training
19743,training
19813,training
20816,training
6790,training
18871,training
23564,training
22429,training
19139,training
8612,training
12799,training
6440,training
9785,training
23461,training
8315,training
16933,training
21206,training
1457,training
3761,training
5900,training
11300,training
15551,training
21337,training
17265,training
346,training
5093,training
22569,training
11155,training
3935,training
10276,training
2436,training
5918,training
23399,training
12469,training
19936,training
18030,training
4774,training
1321,training
3587,training
11402,training
12991,training
11978,training
529,training
6136,training
13535,training
19746,training
4321,training
6723,training
5278,training
9362,training
9906,training
16498,training
1536,training
8794,training
3481,training
2110,training
292,training
5218,training
3715,training
9193,training
17714,training
9355,training
4802,training
14077,training
16846,training
6036,training
14387,training
18743,training
10878,training
5638,training
20184,training
12234,training
22945,training
7343,training
14839,training
4886,training
15625,training
18844,training
10521,training
9368,training
22874,training
10915,training
5350,training
18566,training
20228,training
14748,training
2637,training
17889,training
12900,training
8866,training
7462,training
22962,training
13597,training
14865,training
16885,training
18226,training
9249,training
6636,training
7385,training
9733,training
23144,training
682,training
938,training
556,training
10786,training
13745,training
9196,training
3622,training
10621,training
24105,training
15853,training
352,training
476,training
10043,training
1746,training
9907,training
19029,training
3957,training
20645,training
19502,training
7369,training
22085,training
354,training
10497,training
1066,training
7121,training
12767,training
12445,training
1339,training
4006,training
22695,training
10207,training
11460,training
19174,training
15919,training
23503,training
10208,training
1404,training
8455,training
12963,training
4056,training
8216,training
5020,training
11777,training
13710,training
21970,training
17572,training
10929,training
16849,training
13188,training
19856,training
19478,training
18135,training
3402,training
15025,training
7880,training
9711,training
9303,training
4848,training
16172,training
17237,training
19287,training
19208,training
2680,training
17506,training
18411,training
24130,training
17946,training
4046,training
19054,training
7717,training
3047,training
8117,training
17977,training
14690,training
17039,training
23139,training
22677,training
11794,training
966,training
1521,training
10388,training
18994,training
17219,training
3785,training
8931,training
4130,training
15212,training
13617,training
5709,training
9185,training
6959,training
16958,training
19310,training
14198,training
13942,training
24422,training
20792,training
23058,training
3598,training
2728,training
19155,training
18518,training
9974,training
2828,training
3755,training
9001,training
2944,training
22144,training
7158,training
5826,training
4672,training
8112,training
19412,training
8936,training
20442,training
6684,training
7083,training
18235,training
18866,training
22960,training
18105,training
23575,training
12753,training
201,training
2838,training
22815,training
7744,training
3415,training
1546,training
11968,training
19315,training
8344,training
8627,training
6122,training
23759,training
10035,training
19501,training
6579,training
21536,training
21265,training
2908,training
17040,training
3395,training
24098,training
22408,training
3670,training
17439,training
18705,training
14185,training
22013,training
8781,training
18130,training
3113,training
10810,training
11930,training
7853,training
13475,training
24106,training
2284,training
2715,training
15436,training
24368,training
5128,training
5834,training
5232,training
18946,training
19170,training
23637,training
22922,training
17541,training
11094,training
14838,training
7349,training
23398,training
12756,training
17566,training
15728,training
9548,training
12520,training
416,training
4435,training
20749,training
10806,training
16137,training
15507,training
4054,training
22133,training
4686,training
16582,training
8385,training
6077,training
9561,training
1632,training
856,training
21722,training
17982,training
2074,training
9243,training
412,training
21119,training
20619,training
23923,training
6727,training
13431,training
10979,training
16121,training
3925,training
19225,training
22955,training
9053,training
908,training
16862,training
1928,training
9577,training
18878,training
9873,training
4749,training
19020,training
15690,training
16192,training
16551,training
20196,training
2115,training
16533,training
2755,training
2506,training
22966,training
13663,training
5671,training
8494,training
22238,training
3097,training
17759,training
14971,training
16878,training
11776,training
23002,training
19238,training
10318,training
3916,training
24123,training
19332,training
11066,training
20325,training
7882,training
2218,training
5399,training
1845,training
2096,training
18931,training
13215,training
22334,training
21807,training
9638,training
291,training
24412,training
14233,training
9923,training
7560,training
14093,training
12227,training
6243,training
13489,training
19005,training
10943,training
20457,training
11020,training
23657,training
4052,training
14814,training
3659,training
3064,training
4275,training
21874,training
15415,training
1243,training
16393,training
19578,training
8279,training
18880,training
16983,training
15535,training
12671,training
24318,training
1689,training
18091,training
5162,training
9584,training
23730,training
15168,training
19748,training
8676,training
17245,training
23191,training
2904,training
19211,training
14225,training
19323,training
16358,training
15943,training
2425,training
18761,training
10442,training
9789,training
17400,training
763,training
18457,training
3000,training
12054,training
671,training
1447,training
21971,training
14370,training
23284,training
3076,training
961,training
14754,training
936,training
17851,training
11131,training
11040,training
2542,training
10852,training
997,training
14484,training
16273,training
5071,training
23107,training
16870,training
15056,training
4289,training
3792,training
23436,training
8428,training
12690,training
17911,training
125,training
9135,training
8171,training
12494,training
22285,training
4414,training
11652,training
10066,training
4259,training
17758,training
24665,training
19896,training
23634,training
18522,training
14605,training
6937,training
20561,training
18550,training
4184,training
19707,training
16004,training
22832,training
15020,training
19092,training
5215,training
8635,training
22271,training
24457,training
20212,training
6007,training
4549,training
22172,training
7436,training
21403,training
18465,training
14831,training
12961,training
7908,training
2812,training
15171,training
14686,training
17695,training
12158,training
23063,training
15102,training
24254,training
15142,training
2391,training
40,training
16489,training
19631,training
4298,training
14485,training
8937,training
23693,training
10528,training
15173,training
19893,training
20716,training
19907,training
11814,training
4928,training
20119,training
7766,training
18656,training
1866,training
6922,training
1756,training
310,training
7779,training
11459,training
1032,training
5171,training
16086,training
5911,training
16632,training
2464,training
20724,training
15331,training
14261,training
7665,training
4260,training
19336,training
2063,training
10926,training
22952,training
8122,training
22091,training
8088,training
22572,training
10798,training
13450,training
4733,training
4998,training
12739,training
2188,training
12637,training
7005,training
15370,training
4482,training
14247,training
4924,training
13786,training
23008,training
8180,training
24777,training
3893,training
23953,training
24462,training
8897,training
8703,training
2461,training
22807,training
3114,training
15,training
111,training
20688,training
20652,training
8640,training
5748,training
18585,training
11476,training
8722,training
9424,training
3772,training
20553,training
13223,training
8729,training
23142,training
16928,training
17371,training
23187,training
11159,training
7085,training
5296,training
10214,training
2163,training
18659,training
7874,training
11011,training
7988,training
13573,training
15611,training
8454,training
5305,training
5190,training
18926,training
1962,training
19539,training
5047,training
22844,training
7728,training
2556,training
6925,training
279,training
20328,training
2217,training
9582,training
22164,training
11026,training
8977,training
16215,training
10545,training
18066,training
9842,training
7315,training
8780,training
9922,training
2984,training
11412,training
12229,training
15662,training
23957,training
15410,training
922,training
12850,training
24257,training
17026,training
16569,training
6479,training
1132,training
18177,training
21463,training
2484,training
2327,training
398,training
20434,training
22888,training
22358,training
1654,training
1153,training
13858,training
400,training
17286,training
12760,training
18365,training
22086,training
13971,training
17341,training
2685,training
23,training
14972,training
17369,training
12185,training
6535,training
21720,training
15131,training
9337,training
4189,training
16247,training
18125,training
5291,training
18773,training
14713,training
10702,training
11152,training
13415,training
15398,training
8396,training
19526,training
10186,training
14883,training
22785,training
21282,training
14138,training
16597,training
10607,training
5665,training
18593,training
18450,training
1448,training
21477,training
7348,training
7272,training
6787,training
7896,training
7759,training
17914,training
13706,training
5066,training
22849,training
7439,training
18186,training
4707,training
21183,training
16048,training
7075,training
5940,training
5280,training
16158,training
11724,training
13963,training
6807,training
6521,training
10729,training
23429,training
22116,training
13630,training
24289,training
18325,training
10822,training
13838,training
7889,training
8262,training
1940,training
3302,training
3723,training
24525,training
9701,training
1562,training
15895,training
23490,training
941,training
4145,training
8682,training
11925,training
11848,training
15324,training
10454,training
15015,training
7022,training
4340,training
19159,training
5697,training
8124,training
22214,training
19894,training
14741,training
10418,training
12339,training
16962,training
770,training
3023,training
16848,training
23484,training
2053,training
1088,training
19910,training
1085,training
19354,training
11134,training
16980,training
23029,training
23898,training
18121,training
15639,training
20117,training
9707,training
8184,training
23056,training
8043,training
19735,training
17546,training
18565,training
19903,training
2118,training
7800,training
1847,training
23823,training
21610,training
7098,training
19421,training
19737,training
8204,training
8464,training
15692,training
6171,training
13527,training
14402,training
10138,training
13257,training
19577,training
10099,training
12314,training
7318,training
10325,training
23409,training
20635,training
13546,training
16853,training
2083,training
14191,training
20811,training
21217,training
7002,training
12539,training
12511,training
14106,training
1934,training
8932,training
24441,training
2003,training
4640,training
2469,training
4717,training
19880,training
22498,training
19204,training
2720,training
6286,training
454,training
4015,training
5863,training
302,training
13346,training
19530,training
6471,training
17696,training
8038,training
7060,training
17181,training
8545,training
6979,training
22585,training
16112,training
5154,training
22642,training
13117,training
15600,training
8478,training
140,training
6957,training
23738,training
2246,training
24690,training
9592,training
4370,training
8294,training
5106,training
7506,training
15926,training
4599,training
12901,training
15145,training
19246,training
12953,training
10433,training
11486,training
23593,training
1914,training
4900,training
6598,training
21704,training
2086,training
3886,training
97,training
15511,training
15238,training
1276,training
9757,training
9910,training
12973,training
2550,training
19137,training
17427,training
6466,training
21143,training
15402,training
16764,training
23569,training
6989,training
2132,training
16984,training
625,training
11532,training
18117,training
6403,training
471,training
487,training
19772,training
18901,training
20595,training
17638,training
16237,training
4868,training
24053,training
11175,training
11863,training
4993,training
12326,training
7758,training
24373,training
6987,training
15842,training
7156,training
11255,training
9566,training
14516,training
19922,training
21305,training
15885,training
1072,training
16690,training
10316,training
3704,training
7855,training
17071,training
2813,training
8408,training
11766,training
14630,training
10143,training
1301,training
18504,training
19051,training
23132,training
19476,training
21420,training
1394,training
10191,training
7885,training
15673,training
20470,training
9011,training
10906,training
11479,training
20509,training
19560,training
18025,training
22731,training
9764,training
19871,training
20898,training
16179,training
17258,training
13075,training
9966,training
8007,training
11560,training
19019,training
23826,training
21473,training
16679,training
1554,training
6484,training
10206,training
1881,training
20267,training
17041,training
16617,training
7381,training
8186,training
10376,training
19311,training
4411,training
15184,training
9204,training
12833,training
23865,training
7394,training
19278,training
24239,training
13436,training
2495,training
9308,training
7588,training
13899,training
2146,training
5976,training
15460,training
8601,training
13821,training
13637,training
5410,training
13715,training
22579,training
11760,training
14727,training
20459,training
11812,training
407,training
7929,training
2257,training
16601,training
16059,training
17605,training
2560,training
6206,training
11588,training
4594,training
18257,training
18876,training
13788,training
16366,training
1754,training
23927,training
21345,training
9709,training
20975,training
23186,training
20542,training
6525,training
2909,training
8519,training
19980,training
3872,training
11936,training
16831,training
23563,training
8046,training
6767,training
5891,training
22855,training
329,training
3313,training
13208,training
13702,training
1516,training
14514,training
5925,training
5388,training
23220,training
7828,training
11770,training
9994,training
4829,training
3149,training
1534,training
14629,training
16496,training
22494,training
22880,training
19172,training
6263,training
24243,training
21016,training
21647,training
3923,training
16735,training
23356,training
6588,training
7344,training
477,training
14019,training
13261,training
23525,training
15950,training
13984,training
3835,training
4588,training
564,training
16935,training
12595,training
19561,training
3342,training
4945,training
22014,training
1070,training
9403,training
14145,training
18449,training
23114,training
18344,training
14560,training
1313,training
264,training
5727,training
20060,training
1065,training
6708,training
23469,training
8014,training
23700,training
19418,training
598,training
126,training
12896,training
15243,training
21252,training
6079,training
18709,training
19240,training
11647,training
3179,training
20537,training
1456,training
12952,training
137,training
12065,training
23100,training
18636,training
4655,training
23549,training
3937,training
5273,training
11974,training
2235,training
19430,training
16102,training
21298,training
821,training
24644,training
19709,training
24737,training
12565,training
18046,training
10951,training
7141,training
10891,training
8643,training
19413,training
24176,training
19646,training
3776,training
14042,training
10402,training
1427,training
7048,training
18260,training
11604,training
9913,training
903,training
16982,training
12658,training
16724,training
19361,training
11817,training
9210,training
14220,training
7395,training
60,training
24359,training
9153,training
11461,training
3757,training
14439,training
12334,training
15910,training
4948,training
6698,training
21207,training
4706,training
15365,training
10726,training
7491,training
3389,training
4317,training
9929,training
1864,training
6075,training
19886,training
24294,training
18231,training
22416,training
15966,training
18509,training
19284,training
1428,training
8372,training
21243,training
13690,training
11842,training
3623,training
16844,training
2868,training
6596,training
23769,training
19847,training
1608,training
4719,training
9178,training
22078,training
17222,training
6682,training
12563,training
276,training
19816,training
22636,training
15838,training
7707,training
1602,training
2231,training
4389,training
21684,training
20603,training
10072,training
15670,training
8388,training
22293,training
8527,training
19796,training
23963,training
13659,training
5887,training
4976,training
4119,training
18491,training
5809,training
665,training
17574,training
15110,training
3741,training
19874,training
767,training
1584,training
21925,training
7605,training
19930,training
19061,training
16527,training
19236,training
3186,training
6192,training
281,training
20240,training
9259,training
15502,training
1801,training
6845,training
990,training
14121,training
546,training
19442,training
906,training
17210,training
16705,training
753,training
18489,training
58,training
15475,training
13796,training
13363,training
17407,training
11675,training
17106,training
20035,training
11891,training
2933,training
8336,training
11642,training
14503,training
13274,training
9583,training
1880,training
23512,training
15983,training
18053,training
6600,training
19116,training
5605,training
20788,training
10892,training
12684,training
14915,training
3832,training
2180,training
17485,training
12607,training
19679,training
6085,training
16970,training
18573,training
6894,training
22253,training
23714,training
5416,training
15293,training
6711,training
12574,training
9987,training
12551,training
257,training
3262,training
17564,training
7044,training
21683,training
13038,training
1340,training
23544,training
8080,training
7355,training
18733,training
3145,training
20998,training
23269,training
17681,training
2797,training
9172,training
3881,training
18470,training
14010,training
11456,training
16804,training
4107,training
2223,training
16914,training
11885,training
7352,training
7921,training
1625,training
17582,training
9265,training
21273,training
20087,training
20286,training
22522,training
6768,training
5268,training
8520,training
8420,training
24141,training
14454,training
8252,training
8994,training
15932,training
7250,training
9894,training
1035,training
7992,training
2232,training
23644,training
14470,training
1078,training
23643,training
15582,training
6912,training
18540,training
14866,training
18419,training
11217,training
21330,training
11432,training
15500,training
18682,training
13273,training
20402,training
17152,training
3547,training
18229,training
17044,training
22780,training
17520,training
14103,training
20319,training
21130,training
50,training
16090,training
16628,training
10938,training
18272,training
8786,training
12614,training
22363,training
21409,training
1272,training
4674,training
13322,training
13301,training
24772,training
9340,training
17969,training
1725,training
10487,training
10181,training
1354,training
7955,training
15874,training
19888,training
5375,training
11668,training
16265,training
22089,training
11816,training
2871,training
2789,training
15921,training
12812,training
5083,training
1924,training
23519,training
20466,training
12183,training
21098,training
11578,training
20194,training
8720,training
14237,training
3049,training
9725,training
6450,training
2534,training
22169,training
17637,training
22180,training
20973,training
6303,training
13577,training
23854,training
5764,training
10581,training
20892,training
13897,training
11931,training
22295,training
10923,training
9314,training
13916,training
21458,training
19110,training
3279,training
23021,training
16054,training
11181,training
10446,training
9920,training
12060,training
24119,training
9781,training
19946,training
1487,training
23521,training
8059,training
12156,training
12303,training
769,training
3025,training
18790,training
9663,training
16440,training
6998,training
10240,training
22620,training
4080,training
18801,training
5931,training
20009,training
18217,training
22701,training
1697,training
11582,training
23621,training
13606,training
9770,training
16438,training
10287,training
7070,training
3869,training
14216,training
6851,training
17034,training
5509,training
15435,training
12443,training
12940,training
15664,training
12936,training
13830,training
897,training
6665,training
6233,training
17806,training
5465,training
23960,training
6537,training
22534,training
22831,training
12960,training
1198,training
4618,training
10194,training
15602,training
17256,training
16996,training
1662,training
15316,training
6593,training
21248,training
14627,training
1135,training
6140,training
8680,training
14998,training
21666,training
21986,training
16940,training
8779,training
18787,training
3320,training
13381,training
15373,training
22827,training
11949,training
22627,training
4331,training
22029,training
8446,training
22016,training
3533,training
4311,training
2363,training
7561,training
2234,training
14823,training
5926,training
7685,training
18843,training
23949,training
6402,training
11361,training
3826,training
14356,training
5544,training
7337,training
3794,training
21842,training
24553,training
10173,training
164,training
14978,training
6764,training
3679,training
6364,training
12438,training
14882,training
18242,training
7091,training
8293,training
14463,training
9186,training
14857,training
11222,training
22933,training
11717,training
5948,training
15154,training
5486,training
2011,training
2430,training
9492,training
4463,training
18615,training
23473,training
924,training
13336,training
23560,training
9753,training
24548,training
16305,training
4573,training
5715,training
3786,training
12171,training
17848,training
3285,training
4422,training
9063,training
6200,training
263,training
23415,training
23482,training
19915,training
18446,training
7165,training
22306,training
7753,training
23899,training
2855,training
14120,training
19228,training
9328,training
2016,training
17215,training
11969,training
14561,training
17052,training
18623,training
19304,training
991,training
21164,training
17919,training
23942,training
3384,training
6660,training
4634,training
13168,training
15433,training
2249,training
3582,training
2840,training
16254,training
22589,training
16801,training
12397,training
10785,training
3218,training
15455,training
7878,training
21280,training
8731,training
20754,training
21089,training
4349,training
19697,training
18187,training
23640,training
17815,training
23366,training
3162,training
12433,training
4626,training
19941,training
7914,training
16816,training
14419,training
6721,training
16605,training
1931,training
1800,training
8559,training
4632,training
23278,training
3001,training
14930,training
1591,training
12467,training
3489,training
24726,training
15336,training
6730,training
20772,training
5997,training
10739,training
1814,training
24031,training
14966,training
15556,training
9977,training
10638,training
839,training
8221,training
17922,training
15076,training
1635,training
20818,training
1071,training
10132,training
21875,training
15686,training
19974,training
816,training
11784,training
3544,training
7245,training
9372,training
17807,training
4475,training
17177,training
11544,training
13100,training
9126,training
14621,training
24752,training
9416,training
15408,training
17470,training
16087,training
10021,training
240,training
17047,training
2810,training
14467,training
6359,training
10285,training
18137,training
16082,training
8230,training
10962,training
2979,training
2884,training
20623,training
14693,training
10329,training
22586,training
10078,training
20188,training
9342,training
1106,training
5969,training
4201,training
15031,training
6010,training
11906,training
8901,training
1264,training
22252,training
20494,training
14528,training
10576,training
3430,training
20533,training
970,training
12157,training
20226,training
21626,training
17980,training
17943,training
2924,training
7210,training
17184,training
1204,training
8303,training
1718,training
8319,training
14776,training
17663,training
22982,training
9802,training
18424,training
4712,training
18797,training
19549,training
12959,training
6542,training
11116,training
10620,training
13295,training
22335,training
17206,training
8955,training
19410,training
5220,training
7329,training
20125,training
3173,training
20222,training
15697,training
22916,training
24547,training
2952,training
23080,training
325,training
15405,training
10104,training
16294,training
18634,training
4598,training
10348,training
2960,training
24,training
9232,training
13805,training
1063,training
7804,training
6661,training
9614,training
4660,training
3988,training
4899,training
1792,training
19081,training
24541,training
2070,training
16326,training
14445,training
22675,training
16503,training
5739,training
6401,training
328,training
1014,training
19461,training
8578,training
19866,training
11480,training
15190,training
6415,training
20714,training
9889,training
2107,training
10026,training
3860,training
8188,training
21483,training
5460,training
4391,training
5072,training
22504,training
21702,training
12377,training
15907,training
14074,training
20199,training
16598,training
2366,training
19069,training
10662,training
2558,training
9883,training
1089,training
16009,training
15382,training
8370,training
7042,training
17421,training
21865,training
17141,training
11759,training
8852,training
16209,training
2687,training
7507,training
9879,training
8787,training
5455,training
20744,training
20732,training
4729,training
9945,training
18957,training
16183,training
16236,training
9722,training
17850,training
10714,training
3506,training
14108,training
23226,training
19504,training
16875,training
3576,training
14677,training
16095,training
9776,training
2183,training
17672,training
8295,training
3610,training
9107,training
13127,training
13157,training
19691,training
2090,training
17127,training
18133,training
23368,training
22918,training
19219,training
17999,training
15045,training
19848,training
11329,training
11829,training
18683,training
3066,training
12472,training
14657,training
18789,training
20930,training
9012,training
13936,training
24220,training
14789,training
5334,training
6848,training
4931,training
4140,training
22948,training
14522,training
18564,training
22883,training
6174,training
12406,training
22749,training
3205,training
14938,training
21754,training
3948,training
506,training
23910,training
20094,training
11881,training
12996,training
10697,training
9251,training
5680,training
2230,training
1357,training
5283,training
7524,training
19062,training
23251,training
15506,training
23401,training
2799,training
5838,training
2606,training
1012,training
9747,training
16943,training
24347,training
2460,training
10172,training
18973,training
22845,training
19869,training
18557,training
22126,training
12636,training
23214,training
14486,training
6196,training
8647,training
18359,training
14152,training
3424,training
10641,training
21556,training
3084,training
11444,training
3300,training
8085,training
6557,training
197,training
1749,training
12350,training
10914,training
11540,training
22813,training
19878,training
2917,training
9071,training
7397,training
17324,training
13419,training
7998,training
9364,training
1311,training
1879,training
782,training
3605,training
15032,training
6454,training
20633,training
11209,training
7794,training
14266,training
11858,training
2928,training
6352,training
10246,training
21964,training
935,training
7976,training
11117,training
23468,training
23397,training
1773,training
12903,training
11022,training
3406,training
5008,training
15755,training
23474,training
5755,training
23481,training
17858,training
17312,training
12983,training
7861,training
8508,training
20926,training
15211,training
8381,training
10219,training
15195,training
7211,training
15796,training
21542,training
15741,training
14179,training
24273,training
15234,training
11485,training
5711,training
14123,training
19040,training
3589,training
11083,training
19729,training
6468,training
2062,training
18975,training
22794,training
21165,training
19511,training
19182,training
1222,training
1686,training
12728,training
19215,training
14046,training
23588,training
13789,training
11800,training
20096,training
5547,training
3977,training
11987,training
20280,training
23440,training
14018,training
20128,training
2245,training
22397,training
20130,training
8950,training
14608,training
15552,training
7126,training
21859,training
18487,training
23203,training
23341,training
22866,training
9444,training
7001,training
11157,training
15671,training
14304,training
3731,training
24302,training
5487,training
15237,training
19186,training
37,training
15863,training
22851,training
5408,training
7566,training
15866,training
7277,training
12191,training
23351,training
5991,training
15648,training
5723,training
896,training
24750,training
5681,training
7983,training
7366,training
24385,training
21460,training
9262,training
20431,training
16027,training
12978,training
1531,training
6982,training
21803,training
23547,training
11593,training
17203,training
11149,training
12884,training
14083,training
11046,training
2049,training
19905,training
11084,training
2396,training
4695,training
19108,training
3255,training
19689,training
21022,training
6175,training
13987,training
14226,training
6153,training
11450,training
21082,training
5510,training
1491,training
6567,training
5056,training
1876,training
4794,training
3183,training
23495,training
5348,training
7465,training
1768,training
7716,training
2826,training
13816,training
12917,training
12911,training
1883,training
22012,training
9571,training
12771,training
15936,training
13009,training
19503,training
10630,training
18629,training
22489,training
19692,training
16733,training
15397,training
22121,training
2395,training
8341,training
314,training
14583,training
16531,training
24198,training
15441,training
8441,training
16274,training
17827,training
22082,training
10088,training
7292,training
12815,training
206,training
4800,training
3453,training
12413,training
11909,training
23931,training
14235,training
19953,training
